region,cloud_type,ctp_bin,tau_bin,physical_group,CF0,Q0_SW,Q0_LW,Q0_Net,CRE0_SW_ratio,CRE0_LW_ratio,CRE0_Net_ratio,CRE0_SW_monthlymean,CRE0_LW_monthlymean,CRE0_Net_monthlymean,difference_ratio_minus_monthlymean_Net,valid_n_kernel,display_valid_n_ge_24,sensitivity_valid_n_ge_48
CP,38,180-10,1.27-3.55,thin high cloud,0.0029060678088708527,-0.19547953512014238,0.3159929335214744,0.120513398401332,-67.26599239131161,108.73556788898634,41.46957549767473,-67.0494750936323,109.40849435022295,42.35901925659065,-0.8894437589159168,248,True,True
CP,39,180-10,3.55-9.38,thick anvil cloud,0.0014829302994633455,-0.17103952807478576,0.20904452162145243,0.03800499354666669,-115.33888554079911,140.96719292680385,25.62830738600475,-114.29914548053172,141.274608985333,26.9754635048013,-1.3471561187965513,248,True,True
CP,40,180-10,9.38-22.63,thick anvil cloud,0.00337939090826114,-0.639899131412326,0.5444451752567632,-0.09545395615556282,-189.35339201157558,161.10748653724306,-28.245905474332503,-188.43739186874865,161.5356300159998,-26.901761852748862,-1.3441436215836404,248,True,True
CP,41,180-10,22.63-60.36,deep convective cloud,0.008166548160887754,-1.8514052920707207,1.335594267490414,-0.5158110245803065,-226.7059785354234,163.5445283831188,-63.161450152304575,-225.69256934751573,163.66377055422504,-62.028798793290676,-1.1326513590138987,248,True,True
CP,42,180-10,60.36-378.65,deep convective cloud,0.009044270013643671,-2.294344824512792,1.522195455959637,-0.7721493685531547,-253.67938164734952,168.30495481264265,-85.37442683470685,-252.78475685668928,168.11350459501443,-84.67125226167484,-0.7031745730320154,248,True,True
EP,1,1000-800,0.02-1.27,low cloud,0.05461882361694195,-0.573707302010246,-0.002629424625634767,-0.5763367266358808,-10.5038384941028,-0.048141363206130244,-10.55197985730893,-10.543752395725853,-0.0043469693749931615,-10.548099365100846,-0.0038804922080846183,248,True,True
EP,2,1000-800,1.27-3.55,low cloud,0.11367342741120881,-4.091114599218122,0.3613693257831396,-3.729745273434983,-35.99006990805941,3.1790131960735324,-32.811056711985884,-35.863518039192265,3.147845766633231,-32.71567227255903,-0.09538443942685149,248,True,True
EP,3,1000-800,3.55-9.38,low cloud,0.09472201289591214,-7.0733507853822815,0.5529428756943178,-6.520407909687964,-74.6748360716851,5.837532995650483,-68.83730307603462,-74.1082245269039,5.715945229897212,-68.39227929700667,-0.44502377902794876,248,True,True
EP,4,1000-800,9.38-22.63,low cloud,0.028281344928744866,-3.423739053859403,0.1892889110305231,-3.23445014282888,-121.05998008530175,6.693066100902853,-114.3669139843989,-121.12166314939684,7.099376429133599,-114.02228672026327,-0.3446272641356387,248,True,True
EP,5,1000-800,22.63-60.36,low cloud,0.0020663925316433316,-0.33054581238721714,0.006937623828889671,-0.3236081885583275,-159.96274053717437,3.357360096231288,-156.60538044094312,-161.60354129709813,5.11623870694167,-156.48730259015647,-0.11807785078664779,248,True,True
EP,6,1000-800,60.36-378.65,low cloud,4.625152435288167e-06,-0.0009881131091448146,-3.154870232257845e-06,-0.0009912679793770724,-213.63903632794555,-0.6821116225678047,-214.32114795051336,-210.00558853861727,1.7197061975580152,-208.2858823410593,-6.035265609454058,213,True,True
EP,7,800-680,0.02-1.27,low cloud,0.008982575029953225,-0.1046199708585729,0.07894567471381704,-0.02567429614475583,-11.646991036502111,8.788757616893308,-2.8582334196088004,-11.716542445024704,8.87902009559717,-2.8375223494275335,-0.020711070181266944,248,True,True
EP,8,800-680,1.27-3.55,low cloud,0.031272857199580964,-1.2028209365166145,0.4279543375729116,-0.7748665989437029,-38.46213759236337,13.684529521614863,-24.77760807074851,-38.50769947985617,13.687464612050954,-24.820234867805222,0.04262679705671246,248,True,True
EP,9,800-680,3.55-9.38,low cloud,0.03800797074475647,-2.952125689013081,0.5419511837963317,-2.4101745052167494,-77.67122609197315,14.258882365381178,-63.412343726591985,-77.57162322206653,14.309222386474172,-63.26240083559236,-0.14994289099962543,248,True,True
EP,10,800-680,9.38-22.63,low cloud,0.014466110406297184,-1.7484613028619267,0.20529514166463475,-1.5431661611972918,-120.86602782326416,14.191454088119537,-106.67457373514462,-120.87617809089454,14.39236416056999,-106.48381393032456,-0.19075980482006116,248,True,True
EP,11,800-680,22.63-60.36,low cloud,0.0013174988585966016,-0.20916111361470613,0.01680245019692448,-0.19235866341778163,-158.75620100157377,12.753293930609118,-146.00290707096465,-159.67962285163384,13.2226305864761,-146.45699226515774,0.4540851941930839,248,True,True
EP,12,800-680,60.36-378.65,low cloud,6.552275263895075e-06,-0.001363755067841015,8.609471344223946e-05,-0.0012776603543987754,-208.13458118215797,13.139666753111875,-194.99491442904608,-214.42304477865406,14.324912134030777,-200.09813264462332,5.103218215577243,248,True,True
EP,13,680-560,0.02-1.27,mid-level cloud,0.007578164198583127,-0.08740283626640392,0.11423757406689757,0.02683473780049363,-11.533510488298136,15.074570974360297,3.5410604860621606,-11.575755575545958,15.22169795845616,3.645942382910198,-0.10488189684803739,248,True,True
EP,14,680-560,1.27-3.55,mid-level cloud,0.01287356796532823,-0.5020251994851557,0.3641408240699111,-0.1378843754152445,-38.99658593773197,28.285928582552586,-10.710657355179384,-39.02968419837548,28.312542862179946,-10.717141336195539,0.006483981016154772,248,True,True
EP,15,680-560,3.55-9.38,mid-level cloud,0.015224781674513884,-1.2050981948549049,0.4913790509298631,-0.7137191439250417,-79.15372585422529,32.274948924385974,-46.878776929839304,-79.03000536467265,32.33163225075199,-46.69837311392068,-0.18040381591862342,248,True,True
