month,region,phase_index,HCCF_anom,HCTB_anom,LCSP_anom,Direct_Net_anom_formal,direct_source_verified,metric_source_verified
2010-06-01,WP,-1,-0.0431337170,-0.0369932633,-0.0162888609,1.5133962299,True,True
2010-07-01,WP,-1,0.0031853619,-0.0232282532,-0.0073945409,2.4153659938,True,True
2010-08-01,WP,-1,0.0533355278,-0.0064248318,0.0112221059,1.8616316529,True,True
2010-09-01,WP,-1,-0.0199424132,-0.0527128511,-0.0149462064,3.2083756422,True,True
2010-10-01,WP,-1,0.0478990489,-0.0017893990,0.0155492947,-1.2764405145,True,True
2010-11-01,WP,-1,-0.0102718908,-0.0325854518,0.0015860887,0.1281113386,True,True
2010-12-01,WP,-1,0.0182709253,0.0078843354,0.0171847472,-0.7605651531,True,True
2011-01-01,WP,-1,-0.0238036730,0.0037177510,0.0009976366,0.4469796930,True,True
2011-02-01,WP,-1,0.0419033359,0.0172186319,0.0312399402,-0.8006835017,True,True
2011-03-01,WP,-1,0.0678959905,0.0387273315,0.0224282502,-2.3293333146,True,True
2011-04-01,WP,-1,0.0814641102,0.0129754839,0.0302632885,-1.1260064123,True,True
2011-05-01,WP,-1,0.0910474224,0.0158978084,0.0139816887,-1.1737895124,True,True
2011-06-01,WP,0,0.0541183377,0.0633274248,0.0017763113,-3.5795124663,True,True
2011-07-01,WP,0,0.0660959075,0.0411532495,0.0113991143,-0.9491771124,True,True
2011-08-01,WP,-1,0.0253282309,0.0011367204,0.0112842311,-2.2333389478,True,True
2011-09-01,WP,-1,0.0520500861,0.0392016004,0.0108191319,-4.4142445992,True,True
2011-10-01,WP,-1,-0.0515849614,0.0161004420,0.0001858754,-0.6452737921,True,True
2011-11-01,WP,-1,-0.0259872650,0.0214445640,-0.0099800276,-2.2461367165,True,True
2011-12-01,WP,-1,0.0548246228,0.0132365621,0.0138903853,-1.2481011935,True,True
2012-01-01,WP,-1,-0.0026017177,-0.0333153045,0.0001578410,0.3522554833,True,True
2012-02-01,WP,-1,0.0162898560,-0.0651883483,0.0152467817,4.3682990455,True,True
2012-03-01,WP,-1,0.0965630861,0.0494834709,0.0287413338,-2.3526456432,True,True
2012-04-01,WP,-1,-0.0339649119,-0.0265460670,-0.0077745239,1.1282360753,True,True
2012-05-01,WP,0,0.1192843994,0.0126751876,0.0416549350,-0.3661983186,True,True
2012-06-01,WP,0,0.0347897986,0.0387906292,0.0145810216,-1.4461509158,True,True
2012-07-01,WP,0,0.0502073035,0.0043872813,0.0085920879,-1.1586402477,True,True
2012-08-01,WP,1,0.0320781932,0.0068718354,0.0067385418,-3.1443845319,True,True
2012-09-01,WP,0,0.0553557704,0.0282038580,0.0304894204,-1.9147580430,True,True
2012-10-01,WP,0,-0.0065859697,0.0225127979,-0.0004116564,-1.9905911503,True,True
2012-11-01,WP,0,-0.0010267593,-0.0113657477,-0.0136696962,0.7626508753,True,True
2012-12-01,WP,0,-0.0475839818,-0.0548055804,-0.0210846140,2.5655971784,True,True
2013-01-01,WP,-1,0.0491156588,0.0070952425,0.0119825766,-0.9947483990,True,True
2013-02-01,WP,-1,-0.0111786338,0.0065596923,-0.0029696795,-0.3018448582,True,True
2013-03-01,WP,0,-0.0026954994,-0.0061592990,-0.0017527755,0.0741296566,True,True
2013-04-01,WP,0,0.0312608066,-0.0014852522,0.0136051379,-0.1410783636,True,True
2013-05-01,WP,0,0.0055782804,-0.0245867797,-0.0024032226,1.2826684371,True,True
2013-06-01,WP,0,0.0601643130,0.0090487169,0.0185927861,-1.2414825613,True,True
2013-07-01,WP,0,0.0300108052,-0.0175376458,0.0022012946,0.6312853539,True,True
2013-08-01,WP,0,0.0146515602,0.0014109999,0.0050429139,0.6714729002,True,True
2013-09-01,WP,0,0.0168228213,-0.0176824758,-0.0037867400,0.3435430007,True,True
2013-10-01,WP,0,0.0720144795,-0.0083761021,0.0138051198,-0.4269708133,True,True
2013-11-01,WP,0,0.0088254153,0.0144447594,0.0050493683,-1.5747400748,True,True
2013-12-01,WP,0,0.0083036806,-0.0128659272,-0.0016101987,-1.0125889850,True,True
2014-01-01,WP,-1,0.0876769011,0.0812789769,0.0334762000,-0.5539178067,True,True
2014-02-01,WP,-1,0.0280622041,0.0054797819,0.0185151391,0.3894378119,True,True
2014-03-01,WP,0,-0.0699276016,-0.0357211627,-0.0258059373,1.8392854508,True,True
2014-04-01,WP,0,0.0274203235,0.0066880936,0.0118601970,0.1991151840,True,True
2014-05-01,WP,0,-0.0291148224,-0.0234833981,-0.0106392025,1.5044362113,True,True
2014-06-01,WP,0,-0.0030865827,-0.0139263040,0.0039353605,-1.2183378862,True,True
2014-07-01,WP,0,0.0394891342,0.0317693147,0.0062612862,-2.9272630094,True,True
2014-08-01,WP,0,-0.0497230619,-0.0219014083,-0.0164394071,-0.6530496440,True,True
2014-09-01,WP,0,0.0490996730,0.0187207235,0.0249913743,-1.4116108846,True,True
2014-10-01,WP,1,-0.0143909028,0.0057566772,-0.0046089085,-0.5340045946,True,True
2014-11-01,WP,1,-0.0496985941,-0.0147912226,-0.0129372296,0.2550430084,True,True
2014-12-01,WP,1,0.0313177990,-0.0372457035,0.0111925614,0.9547116348,True,True
2015-01-01,WP,1,0.0160488948,0.0371216470,0.0071290784,0.1786639973,True,True
2015-02-01,WP,0,0.0338730325,0.0289528422,0.0036279515,-2.3541720549,True,True
2015-03-01,WP,1,-0.0617468101,-0.0328291562,-0.0207760437,1.9606966649,True,True
2015-04-01,WP,1,-0.0438405464,-0.0544844821,-0.0217042517,1.6804911348,True,True
2015-05-01,WP,1,-0.0527403793,-0.0186162335,-0.0183228239,1.2342072556,True,True
2015-06-01,WP,1,0.0264904213,0.0121626525,0.0005617000,-0.0089421570,True,True
2015-07-01,WP,1,-0.1473656743,-0.0304980775,-0.0503605502,1.3103235963,True,True
2015-08-01,WP,1,-0.0648172257,-0.0287721730,-0.0275979355,1.6821869282,True,True
2015-09-01,WP,1,-0.1386735941,0.0142991542,-0.0389685621,-0.4199849293,True,True
2015-10-01,WP,1,-0.1911280784,0.0230528118,-0.0825394443,-1.0350602954,True,True
2015-11-01,WP,1,-0.1530144122,0.0186854170,-0.0434624314,-0.9261724027,True,True
2015-12-01,WP,1,-0.0972785949,0.0024831528,-0.0408242601,-0.9953152646,True,True
2016-01-01,WP,1,-0.3038365378,-0.0061161554,-0.0955472827,-0.8243359313,True,True
2016-02-01,WP,1,-0.1167537185,-0.0553718918,-0.0494698213,0.8082223731,True,True
2016-03-01,WP,1,-0.1048528284,-0.0352541332,-0.0340439549,1.5209764143,True,True
2016-04-01,WP,1,-0.1360865048,0.0073077814,-0.0455557146,-1.6172764587,True,True
2016-05-01,WP,0,-0.0547077609,-0.0075863811,-0.0099045848,0.1929180476,True,True
2016-06-01,WP,0,-0.0052785513,-0.0543916449,0.0020350436,3.7485764942,True,True
2016-07-01,WP,-1,-0.0196234211,-0.0152753257,0.0083508449,2.6912324659,True,True
2016-08-01,WP,-1,0.0220134070,-0.0321008164,0.0138191234,2.4187774886,True,True
2016-09-01,WP,-1,0.0554882098,-0.0282116085,0.0209148055,2.3667345642,True,True
2016-10-01,WP,-1,0.0874971595,0.0047119005,0.0227873870,-0.7662799020,True,True
2016-11-01,WP,-1,0.1159393845,-0.0653898448,0.0278448920,3.8749431293,True,True
2016-12-01,WP,-1,0.0421898949,0.0480852731,0.0135813549,-2.0671799003,True,True
2017-01-01,WP,0,0.0441451813,0.0044486963,0.0200267913,-0.0967995039,True,True
2017-02-01,WP,0,0.0747052627,0.0306688160,0.0324380514,-0.6687771978,True,True
2017-03-01,WP,0,0.0899493770,0.0213168444,0.0361505655,-0.8699034372,True,True
2017-04-01,WP,0,0.0702366652,0.0101560048,0.0223271352,0.2922169877,True,True
2017-05-01,WP,0,-0.0244278202,-0.0151429566,-0.0144701426,0.2675613180,True,True
2017-06-01,WP,0,0.0074038134,0.0213907277,0.0088032562,-0.7798957683,True,True
2017-07-01,WP,0,0.0700351506,0.0256947725,0.0217453557,-0.0339824270,True,True
2017-08-01,WP,0,-0.0169489143,-0.0260565704,-0.0082493916,1.6763646239,True,True
2017-09-01,WP,0,0.0422201524,0.0069365951,0.0054659442,-1.8921095241,True,True
2017-10-01,WP,-1,0.0663084814,0.0247070350,0.0180326162,-2.0631752745,True,True
2017-11-01,WP,-1,0.0419195093,-0.0224860154,0.0104494218,-0.6348198956,True,True
2017-12-01,WP,-1,0.0309097498,0.0381640673,0.0192906770,-1.2526600955,True,True
2018-01-01,WP,-1,0.0334205480,-0.0024217765,0.0225931731,-0.0168080085,True,True
2018-02-01,WP,-1,-0.0191452155,-0.0070873035,0.0048117592,0.5867967622,True,True
2018-03-01,WP,-1,0.0429108753,-0.0140998795,0.0112674798,1.3045010270,True,True
2018-04-01,WP,-1,-0.0069554084,-0.0471455502,-0.0040594625,1.8234235590,True,True
2018-05-01,WP,0,-0.0329055969,-0.0056864218,-0.0070205024,-0.4170108164,True,True
2018-06-01,WP,0,-0.0384019491,-0.0043365900,-0.0136594516,-1.5303564419,True,True
2018-07-01,WP,0,0.0273213303,0.0216992971,0.0186972474,-1.4392252225,True,True
2018-08-01,WP,0,0.0452781328,0.0273839045,0.0175090042,-0.5306654472,True,True
2018-09-01,WP,1,0.0062020110,0.0027877319,0.0057865640,0.3074503607,True,True
2018-10-01,WP,1,-0.0477954455,-0.0135116730,-0.0083295496,1.4064841236,True,True
2018-11-01,WP,1,-0.0030888866,-0.0025237001,-0.0073463068,-0.8174868510,True,True
2018-12-01,WP,1,0.0219551571,0.0062036691,0.0086008997,1.0583753746,True,True
2019-01-01,WP,1,0.0251605976,-0.0005804462,0.0008310154,-1.8141267763,True,True
2019-02-01,WP,1,-0.1122328081,-0.0901568186,-0.0505281517,4.7040126782,True,True
2019-03-01,WP,1,0.0074857197,-0.0015709547,-0.0012515871,-1.5255015962,True,True
2019-04-01,WP,1,-0.0044297600,0.0193481796,-0.0072803001,-1.6048934863,True,True
2019-05-01,WP,1,-0.0647210699,-0.0022649354,-0.0099741951,1.3900293898,True,True
2019-06-01,WP,1,0.0091365695,0.0223187612,-0.0087434045,-3.8082979442,True,True
2019-07-01,WP,0,-0.0530515605,0.0172696762,-0.0102196543,-1.6682607366,True,True
2019-08-01,WP,0,0.0074482508,0.0472545640,0.0067862992,-4.5224085209,True,True
2019-09-01,WP,0,-0.1076842344,0.0136978368,-0.0319606768,-1.1073499403,True,True
2019-10-01,WP,1,-0.0475082016,-0.0079621008,-0.0025034224,-0.1358069751,True,True
2019-11-01,WP,1,0.0073205833,0.0492442490,0.0161982318,0.0633200587,True,True
2019-12-01,WP,1,-0.1030269736,-0.0313182099,-0.0381956873,2.2716719101,True,True
2020-01-01,WP,1,-0.1304606271,-0.0241657987,-0.0490764460,0.4759385922,True,True
2020-02-01,WP,0,-0.0695683112,-0.0619631541,-0.0432287228,0.7136321717,True,True
2020-03-01,WP,1,-0.0361777781,-0.0100516911,-0.0113497506,0.8771040851,True,True
2020-04-01,WP,0,-0.0569299913,0.0011764950,-0.0160155764,0.0562188061,True,True
2020-05-01,WP,0,-0.0334948214,0.0060297209,-0.0253640691,-2.1446242442,True,True
2020-06-01,WP,0,-0.0242987312,-0.0139723258,-0.0174185181,0.9255987713,True,True
2020-07-01,WP,0,-0.0497877992,-0.0281072417,-0.0187558854,1.4282392109,True,True
2020-08-01,WP,-1,-0.0406571159,-0.0022635858,0.0025719843,1.0532953679,True,True
2020-09-01,WP,-1,-0.0328707793,-0.0461558236,-0.0119432913,1.8441614261,True,True
2020-10-01,WP,-1,0.0760663120,0.0058347793,0.0135822230,-1.2007265432,True,True
2020-11-01,WP,-1,0.0031481519,0.0376813407,0.0079751270,-1.3218978141,True,True
2020-12-01,WP,-1,0.0303180571,0.0252066582,0.0164685340,-1.3101711530,True,True
2021-01-01,WP,-1,0.0574769047,-0.0203642634,0.0228878595,0.5383884770,True,True
2021-02-01,WP,-1,0.0921710958,0.0054101467,0.0393045417,-1.2589379880,True,True
2021-03-01,WP,-1,0.0018614752,-0.0122867361,0.0086467934,0.7055700510,True,True
2021-04-01,WP,-1,0.0282706836,0.0152725039,0.0293430619,-1.4044602775,True,True
2021-05-01,WP,-1,0.0332087502,0.0358742656,0.0024047920,-1.2833370482,True,True
2021-06-01,WP,0,-0.0191704494,-0.0517308142,-0.0033556644,2.5728197210,True,True
2021-07-01,WP,0,0.0403653464,-0.0229578602,0.0269147486,2.3298501607,True,True
2021-08-01,WP,-1,0.0029160921,-0.0272168382,0.0015091266,2.6941162637,True,True
2021-09-01,WP,-1,0.0507727428,-0.0066402294,0.0001822292,0.0968384115,True,True
2021-10-01,WP,-1,0.0175408008,-0.0228748054,0.0149855631,1.6731974385,True,True
2021-11-01,WP,-1,0.0160224507,-0.0375249238,0.0023988679,1.1511390921,True,True
2021-12-01,WP,-1,0.1290526743,0.0274528242,0.0350703595,1.2575187736,True,True
2022-01-01,WP,-1,0.0284766106,-0.0400604231,0.0069609258,2.1225781590,True,True
2022-02-01,WP,-1,0.0881348393,0.0160026408,0.0244784860,1.0473942192,True,True
2022-03-01,WP,-1,0.0117851260,-0.0191435876,-0.0000630301,1.1734597733,True,True
2022-04-01,WP,-1,0.0589157197,0.0030132175,0.0164324183,-1.1776136051,True,True
2022-05-01,WP,-1,-0.0418550554,-0.0195317042,-0.0042734999,1.2283860876,True,True
2022-06-01,WP,-1,-0.0076104444,-0.0388860598,0.0098799755,4.7668600859,True,True
2022-07-01,WP,-1,0.0378419736,-0.0324490576,0.0025805534,1.1646193848,True,True
2022-08-01,WP,-1,0.0002816492,-0.0371659754,-0.0016061359,3.2382019780,True,True
2022-09-01,WP,-1,0.0035508698,-0.0801647912,0.0011087132,6.2082449230,True,True
2022-10-01,WP,-1,0.0722828517,-0.0457165691,0.0147300055,3.5712400080,True,True
2022-11-01,WP,-1,0.0226828998,-0.0330674785,0.0071193988,1.4276587908,True,True
2022-12-01,WP,-1,0.1036341827,0.0142827304,0.0312209915,0.2812926626,True,True
2023-01-01,WP,-1,0.0790669474,0.0119004614,0.0264942539,1.8370065201,True,True
2023-02-01,WP,-1,0.1046894330,0.0527185395,0.0269711042,0.0647007757,True,True
