region,cloud_type,ctp_bin,tau_bin,physical_group,DeltaCF_paired,CRE0_SW_ratio,CRE0_LW_ratio,CRE0_Net_ratio,AmountSW_candidate,AmountLW_candidate,AmountNet_candidate,valid_n_kernel,display_valid_n_ge_24,sensitivity_valid_n_ge_48,SW_LW_Net_closure_residual
CP,1,1000-800,0.02-1.27,low cloud,-0.024901919863663607,-8.674671214905882,-1.7227616838952096,-10.397432898801092,0.21601596743721568,0.04290007339654869,0.2589160408337644,248,True,True,5.551115123125783e-17
CP,2,1000-800,1.27-3.55,low cloud,-0.025279645322921512,-30.774446308599867,1.0063793638136584,-29.76806694478621,0.7779670876906958,-0.025440913377516677,0.7525261743131791,248,True,True,0.0
CP,3,1000-800,3.55-9.38,low cloud,-0.007322792796036367,-68.07198573412929,3.415807349911393,-64.6561783842179,0.49847704674577226,-0.02501324945457922,0.4734637972911931,248,True,True,5.551115123125783e-17
CP,4,1000-800,9.38-22.63,low cloud,-0.00044751699758604807,-111.7592395170208,5.917525469285895,-105.84171404773488,0.050014159321157166,-0.0026481932311537937,0.04736596609000336,248,True,True,-1.3877787807814457e-17
CP,5,1000-800,22.63-60.36,low cloud,-8.704357252219269e-07,-144.25019753439952,7.07253573935267,-137.17766179504684,0.00012556052530426125,-6.156187775441439e-06,0.00011940433752881982,247,True,True,0.0
CP,6,1000-800,60.36-378.65,low cloud,-7.15711936854906e-11,-154.72158712258917,7.824934038680685,-146.89665308390846,1.1073608679277337e-08,-5.600398696586035e-10,1.0513568809618733e-08,17,False,False,0.0
CP,7,800-680,0.02-1.27,low cloud,0.00047969298471140474,-12.418337106772745,8.012341581575448,-4.405995525197294,-0.005956989191900209,0.0038434640477932242,-0.0021135251441069835,248,True,True,8.673617379884035e-19
CP,8,800-680,1.27-3.55,low cloud,0.001928126654602083,-36.82567682505819,13.526811453422903,-23.298865371635284,-0.07100456906015691,0.026081405715121443,-0.04492316334503546,248,True,True,6.938893903907228e-18
CP,9,800-680,3.55-9.38,low cloud,-0.0038036006635867974,-74.97251536531815,14.237335649093977,-60.735179716224174,0.28516550919429545,-0.054153139322601816,0.23101236987169366,248,True,True,2.7755575615628914e-17
CP,10,800-680,9.38-22.63,low cloud,-0.001886985416559169,-117.59666753612414,15.141186983683868,-102.45548055244028,0.2219031966766233,-0.02857119902760697,0.19333199764901635,248,True,True,0.0
CP,11,800-680,22.63-60.36,low cloud,-7.292297643190062e-05,-155.45196752793117,15.833133058124329,-139.6188344698068,0.011336020164331904,-0.001154599188840747,0.010181420975491155,248,True,True,-1.734723475976807e-18
CP,12,800-680,60.36-378.65,low cloud,4.456898144154088e-07,-196.4160899836908,16.411925405292962,-180.00416457839785,-8.754065069303139e-05,7.314627988084553e-06,-8.022602270494684e-05,243,True,True,0.0
CP,13,680-560,0.02-1.27,mid-level cloud,0.004076043234420908,-13.535943497715133,15.352668152609882,1.8167246548947509,-0.055173090915365444,0.06257813915375485,0.007405048238389408,248,True,True,5.204170427930421e-18
CP,14,680-560,1.27-3.55,mid-level cloud,0.005441776263940264,-38.26740292005323,28.955167694854293,-9.312235225198943,-0.20824264489298402,0.15756754428026803,-0.05067510061271603,248,True,True,-4.163336342344337e-17
CP,15,680-560,3.55-9.38,mid-level cloud,0.001574954679275856,-76.07503080591893,34.83104807677854,-41.24398272914038,-0.1198147257438369,0.05485732215260467,-0.06495740359123223,248,True,True,0.0
CP,16,680-560,9.38-22.63,mid-level cloud,-0.0007833048661168842,-123.68590740806708,33.40657816830928,-90.2793292397578,0.09688377314282133,-0.02616753523955073,0.0707162379032706,248,True,True,0.0
