region,cloud_type,ctp_bin,tau_bin,physical_group,DeltaCF_paired,CRE0_Net_ratio,AmountNet_candidate,ci_low_95,ci_high_95,significant,sign_stability_probability,valid_n_kernel,display_valid_n_ge_24,sensitivity_valid_n_ge_48,plot_dot,plot_hatch,support,term
TP,17,680-560,22.63-60.36,mid-level cloud,-0.00014850419951,-134.11618324677627,0.0199168164344073,0.0042912288492164,0.0375404117990365,True,0.993,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,18,680-560,60.36-378.65,mid-level cloud,2.098524073174503e-06,-187.84805308629055,-0.0003942036615005,-0.0011357930895483,0.0002907648522774,False,0.874,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,19,560-440,0.02-1.27,mid-level cloud,0.0008249933750607,8.917882023312133,0.007357193588806,0.0009919189645776,0.0108244139703226,True,0.9925,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,20,560-440,1.27-3.55,mid-level cloud,0.0006058584398362,-0.0411981247254543,-2.4960231570342473e-05,-3.826205806462797e-05,3.0707084359272693e-06,False,0.9505,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,21,560-440,3.55-9.38,mid-level cloud,0.0011627007741913,-34.4407518833117,-0.0400442888784593,-0.0676886044648308,-0.0030726496862545,True,0.9865,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,22,560-440,9.38-22.63,mid-level cloud,0.0001550229674666,-82.2856090592532,-0.0127561592961677,-0.0549645378051884,0.0401381053942831,False,0.6495,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,23,560-440,22.63-60.36,mid-level cloud,-7.240433095972911e-05,-125.0994499028817,0.0090577419736482,-0.0137784719316013,0.0346207900925991,False,0.7795,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,24,560-440,60.36-378.65,mid-level cloud,1.0838031948001351e-06,-171.95616924154498,-0.0001863666455895,-0.001294334004711,0.0010710766935502,False,0.627,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,25,440-310,0.02-1.27,thin high cloud,0.0048349389745341,18.822094397985794,0.0910036777871825,0.037173922074553,0.1411472699260646,True,0.9995,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,26,440-310,1.27-3.55,thin high cloud,0.0016060838527174,10.575618408596576,0.0169853299585482,-0.0006793458921273,0.0291319122021801,False,0.9675,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,27,440-310,3.55-9.38,thick anvil cloud,0.0005841002818831,-31.607126587155015,-0.0184617315490729,-0.0450757105343672,0.0105099666733611,False,0.8545,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,28,440-310,9.38-22.63,thick anvil cloud,0.0002381212338293,-71.29692332326987,-0.0169773113499715,-0.0494833540279648,0.0191564046556279,False,0.7515,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,29,440-310,22.63-60.36,deep convective cloud,-8.205432926151933e-05,-107.9721899039982,0.0088595856214699,-0.0175590075266086,0.0364789258370676,False,0.7645,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,30,440-310,60.36-378.65,deep convective cloud,-1.258209581065338e-05,-142.94338199271056,0.0017985273277311,-0.0013508846417609,0.0050219872549135,False,0.857,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,31,310-180,0.02-1.27,thin high cloud,0.005511615707108,14.658059694709335,0.0807895920490875,0.0423342016267236,0.144741606955908,True,0.9995,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,32,310-180,1.27-3.55,thin high cloud,0.0061835136413163,17.646526390471767,0.1091175366573317,0.0622127955539817,0.1645574242005799,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,33,310-180,3.55-9.38,thick anvil cloud,0.0052888732743296,-6.394511585718038,-0.0338197614280955,-0.0476261174799308,-0.020681219709944,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,34,310-180,9.38-22.63,thick anvil cloud,0.003151509221038,-44.38491953094345,-0.1398794831767982,-0.1919436219748073,-0.0796910562085696,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
